#Bond_Length	E0		E1		E2
1.0	-199.72061012	-199.58449321	-199.49093978
1.1	-199.80484512	-199.66864418	-199.58007894
1.2	-199.86066506	-199.72451866	-199.64313946
1.3	-199.89643971	-199.76043755	-199.68775003
1.4	-199.91831841	-199.78181736	-199.71933124
1.5	-199.93060530	-199.79460499	-199.74164796
1.6	-199.93624094	-199.79949485	-199.75722460
1.7	-199.93725358	-199.80089956	-199.76775809
1.8	-199.93509455	-199.79909430	-199.77443107
1.9	-199.93083983	-199.79483949	-199.77810216
2.0	-199.92530233	-199.78929864	-199.77940896
2.1	-199.91909775	-199.78309762	-199.77885928
2.2	-199.91269363	-199.77688223	-199.77669298
2.3	-199.90642194	-199.77378751	-199.77042143
2.4	-199.90051947	-199.76987160	-199.76451676
2.5	-199.89513362	-199.76536994	-199.75913275
2.6	-199.89034786	-199.76050266	-199.75434718
2.7	-199.88618762	-199.75545213	-199.75018691
2.8	-199.88264296	-199.75038261	-199.74664253
2.9	-199.87967279	-199.74543099	-199.74367229
3.0	-199.87722012	-199.74121981	-199.74071194
3.1	-199.87522105	-199.73922077	-199.73631017
3.2	-199.87361033	-199.73758947	-199.73228854
3.3	-199.87232181	-199.73632151	-199.72867955
3.4	-199.87129809	-199.73529536	-199.72549738
3.5	-199.87049020	-199.73448999	-199.72273617
