#Bond_Length	E0		E1		E2
1.0	-199.71716647	-199.58529898	-199.48155291
1.1	-199.80138930	-199.66969079	-199.57056484
1.2	-199.85716142	-199.72587938	-199.63312646
1.3	-199.89286012	-199.76224629	-199.67690370
1.4	-199.91463730	-199.78497283	-199.70732201
1.5	-199.92680215	-199.79841883	-199.72810167
1.6	-199.93229912	-199.80558466	-199.74171832
1.7	-199.93316324	-199.80854059	-199.74983736
1.8	-199.93085220	-199.80872125	-199.75367112
1.9	-199.92644817	-199.80709139	-199.75419592
2.0	-199.92077174	-199.80426445	-199.75228683
2.1	-199.91444456	-199.80060686	-199.74872219
2.2	-199.90793744	-199.79635098	-199.74416888
2.3	-199.90158975	-199.79166811	-199.73915153
2.4	-199.89563636	-199.78670858	-199.73404219
2.5	-199.89022688	-199.78162804	-199.72908654
2.6	-199.88543718	-199.77657147	-199.72440939
2.7	-199.88129310	-199.77168479	-199.72006686
2.8	-199.87777630	-199.76709186	-199.71606028
2.9	-199.87484247	-199.76288918	-199.71236870
3.0	-199.87243067	-199.75914262	-199.70897137
3.1	-199.87047430	-199.75588181	-199.70585493
3.2	-199.86890174	-199.75310098	-199.70579626
3.3	-199.86764881	-199.75077137	-199.70552174
3.4	-199.86665964	-199.74885023	-199.70530332
3.5	-199.86587974	-199.74728130	-199.70512690
