#Bond_Length	E0		E1		E2
1.0	-199.72047174	-199.58465212	-199.49051623
1.1	-199.80470611	-199.66889523	-199.57964629
1.2	-199.86052385	-199.72473379	-199.64268708
1.3	-199.89629579	-199.76053992	-199.68725764
1.4	-199.91817007	-199.78246534	-199.71878047
1.5	-199.93045232	-199.79482261	-199.74101320
1.6	-199.93608202	-199.80056349	-199.75646837
1.7	-199.93708902	-199.80173964	-199.76682826
1.8	-199.93492406	-199.79984299	-199.77322171
1.9	-199.93066263	-199.79602828	-199.77642504
2.0	-199.92511957	-199.79126127	-199.77694430
2.1	-199.91891140	-199.78636535	-199.77507888
2.2	-199.91250132	-199.78178957	-199.77124855
2.3	-199.90622621	-199.77737671	-199.76628154
2.4	-199.90032069	-199.77283414	-199.76099299
2.5	-199.89493404	-199.76808170	-199.75585342
2.6	-199.89014838	-199.76320394	-199.75107666
2.7	-199.88599046	-199.75834897	-199.74672297
2.8	-199.88244531	-199.75369740	-199.74275764
2.9	-199.87947762	-199.74944517	-199.73909171
3.0	-199.87702554	-199.74575740	-199.73560633
3.1	-199.87502840	-199.74273234	-199.73223148
3.2	-199.87342087	-199.74035589	-199.72897882
3.3	-199.87213395	-199.73852557	-199.72591222
3.4	-199.87111163	-199.73712522	-199.72310671
3.5	-199.87030564	-199.73605413	-199.72061089
