theta,phi,meta_energy,para_energy,ortho_energy,ortho_minus_meta_kcalmol,para_minus_meta_kcalmol
78.2608700000,109.5652170000,-3007.8178460417,-3007.8041371645,-3007.7909290169,16.8906880957,8.6024502849
78.2608700000,125.2173910000,-3007.8344966879,-3007.8085257060,-3007.7950556526,24.7496232709,16.2970371737
78.2608700000,140.8695650000,-3007.8409067534,-3007.8114413097,-3007.7988049975,26.4192506978,18.4898451165
78.2608700000,156.5217390000,-3007.8356679683,-3007.8125715377,-3007.8011803721,21.6412933187,14.4932290266
78.2608700000,172.1739130000,-3007.8227430111,-3007.8123789146,-3007.8034163835,12.1276419059,6.5035687849
78.2608700000,187.8260870000,-3007.8073906907,-3007.8112238936,-3007.8060277292,0.8552712595,-2.4053711519
78.2608700000,203.4782610000,-3007.7945105227,-3007.8094168377,-3007.8088362410,-8.9895239437,-9.3538539011
78.2608700000,219.1304350000,-3007.7877806326,-3007.8071984869,-3007.8112676104,-14.7383010861,-12.1848875419
78.2608700000,234.7826090000,-3007.7883998634,-3007.8045117992,-3007.8122328466,-14.9554227772,-10.1103923865
78.2608700000,250.4347830000,-3007.7961863479,-3007.8016244425,-3007.8118559941,-9.8328514602,-3.4124558634
78.2608700000,266.0869570000,-3007.8096987266,-3007.7985451167,-3007.8113211593,-1.0180918892,6.9989958867
78.2608700000,281.7391300000,-3007.8250057400,-3007.7948035201,-3007.8110871502,8.7340469595,18.9521791269
78.2608700000,297.3913040000,-3007.8366494735,-3007.7904179967,-3007.8109242322,16.1428326650,29.0106897360
78.2608700000,313.0434780000,-3007.8393503034,-3007.7856710844,-3007.8101085069,18.3495043744,33.6842185037
78.2608700000,328.6956520000,-3007.8310397156,-3007.7808572785,-3007.8082024489,14.3306012118,31.4899547240
78.2608700000,344.3478260000,-3007.8147391394,-3007.7769970975,-3007.8061336300,5.4000386455,23.6834888704
78.2608700000,360.0000000000,-3007.7954119289,-3007.7749034857,-3007.8044730116,-5.6859152721,12.8692423855
86.0869570000,0.0000000000,-3007.8013471094,-3007.7861781654,-3007.8040787166,-1.7141093878,9.5186561131
86.0869570000,15.6521740000,-3007.7839600666,-3007.7856114334,-3007.8039131845,-12.5207704986,-1.0362482709
86.0869570000,31.3043480000,-3007.7720040738,-3007.7865045960,-3007.8033218469,-19.6521992766,-9.0992150062
86.0869570000,46.9565220000,-3007.7678949514,-3007.7886375480,-3007.8014789254,-21.0742618537,-13.0161758952
86.0869570000,62.6086960000,-3007.7721477895,-3007.7914786605,-3007.7983696342,-16.4544559807,-12.1303047118
86.0869570000,78.2608700000,-3007.7847523392,-3007.7947817061,-3007.7959050839,-6.9984529643,-6.2935227539
86.0869570000,93.9130430000,-3007.8033115563,-3007.7978453975,-3007.7954701946,4.9205287119,3.4300664147
86.0869570000,109.5652170000,-3007.8228385278,-3007.8000608248,-3007.7970432416,16.1867864882,14.2932244133
86.0869570000,125.2173910000,-3007.8370936813,-3007.8013820642,-3007.7997321444,23.4447184216,22.4093780720
86.0869570000,140.8695650000,-3007.8404601329,-3007.8015665214,-3007.8017649886,24.2815696389,24.4061097219
86.0869570000,156.5217390000,-3007.8322098429,-3007.8006651255,-3007.8026121607,18.5728259659,19.7946090339
86.0869570000,172.1739130000,-3007.8167763304,-3007.7994212764,-3007.8035219927,8.3172224509,10.8904607661
86.0869570000,187.8260870000,-3007.7994954591,-3007.7982343331,-3007.8048081465,-3.3337616480,0.7913685089
86.0869570000,203.4782610000,-3007.7852303531,-3007.7974030256,-3007.8061311218,-13.1154303658,-7.6384673179
86.0869570000,219.1304350000,-3007.7776627475,-3007.7971198362,-3007.8068673642,-18.3261736708,-12.2095074959
86.0869570000,234.7826090000,-3007.7780164008,-3007.7970766006,-3007.8060602450,-17.5977779652,-11.9604559832
86.0869570000,250.4347830000,-3007.7863388669,-3007.7972246183,-3007.8043068400,-11.2750733579,-6.8309121050
86.0869570000,266.0869570000,-3007.8014288803,-3007.7973397978,-3007.8032496749,-1.1425658821,2.5659379855
86.0869570000,281.7391300000,-3007.8193209962,-3007.7967601611,-3007.8034346468,9.9688347766,14.1571377881
86.0869570000,297.3913040000,-3007.8342836487,-3007.7953596479,-3007.8044992810,18.6899729001,24.4251792755
86.0869570000,313.0434780000,-3007.8403598709,-3007.7932573342,-3007.8053437947,21.9729195771,29.5572880608
86.0869570000,328.6956520000,-3007.8346247497,-3007.7904995584,-3007.8050022522,18.5883978603,27.6889756126
86.0869570000,344.3478260000,-3007.8198680958,-3007.7878904097,-3007.8043213848,9.7557084358,20.0663009434
86.0869570000,360.0000000000,-3007.8013471094,-3007.7861781654,-3007.8040787166,-1.7141093878,9.5186561114
93.9130430000,0.0000000000,-3007.8080524317,-3007.7988077964,-3007.8041394310,2.4554450237,5.8010962165
93.9130430000,15.6521740000,-3007.7917068572,-3007.7977492858,-3007.8054876827,-8.6475985713,-3.7916811636
93.9130430000,31.3043480000,-3007.7804760654,-3007.7972073752,-3007.8066416325,-16.4191412285,-10.4990553627
93.9130430000,46.9565220000,-3007.7768432858,-3007.7970824926,-3007.8066749028,-18.7196222711,-12.7002939882
93.9130430000,62.6086960000,-3007.7811965525,-3007.7971225383,-3007.8051876803,-15.0546600059,-9.9937070321
93.9130430000,78.2608700000,-3007.7932252351,-3007.7973297297,-3007.8036260008,-6.5265790286,-2.5756092216
93.9130430000,93.9130430000,-3007.8103589325,-3007.7971630302,-3007.8031954332,4.4951636734,8.2805537273
93.9130430000,109.5652170000,-3007.8275583315,-3007.7961480852,-3007.8039064009,14.8418105779,19.7102271324
93.9130430000,125.2173910000,-3007.8387437143,-3007.7944024720,-3007.8050415575,21.1484227182,27.8245496593
93.9130430000,140.8695650000,-3007.8389132580,-3007.7919289816,-3007.8053065121,21.0885514910,29.4830786093
93.9130430000,156.5217390000,-3007.8280473303,-3007.7891107685,-3007.8046197598,14.7010223946,24.4330613811
93.9130430000,172.1739130000,-3007.8107604410,-3007.7869054865,-3007.8041561305,4.1442673795,14.9692099405
93.9130430000,187.8260870000,-3007.7922212094,-3007.7857311732,-3007.8040167686,-7.4018251479,4.0725591674
93.9130430000,203.4782610000,-3007.7770883421,-3007.7858679020,-3007.8037125982,-16.7069729376,-5.5092570158
93.9130430000,219.1304350000,-3007.7689202932,-3007.7874585963,-3007.8026086671,-21.1397737775,-11.6329607934
93.9130430000,234.7826090000,-3007.7689517158,-3007.7899825455,-3007.7999881825,-19.4756769184,-13.1970448953
93.9130430000,250.4347830000,-3007.7774787553,-3007.7931031607,-3007.7969286752,-12.2050090274,-9.8044624386
93.9130430000,266.0869570000,-3007.7935571487,-3007.7963984486,-3007.7954136081,-1.1649458467,-1.7829425651
93.9130430000,281.7391300000,-3007.8133262023,-3007.7990666815,-3007.7960383721,10.8482772542,8.9479844081
93.9130430000,297.3913040000,-3007.8310327358,-3007.8008390450,-3007.7983475965,20.5102345833,18.9468270761
93.9130430000,313.0434780000,-3007.8403452292,-3007.8016371695,-3007.8009310767,24.7327541052,24.2896741477
93.9130430000,328.6956520000,-3007.8375766748,-3007.8012074546,-3007.8022615260,22.1605904167,22.8220302052
93.9130430000,344.3478260000,-3007.8250455321,-3007.8000488481,-3007.8030063578,13.8297907098,15.6856560477
93.9130430000,360.0000000000,-3007.8080524317,-3007.7988077964,-3007.8041394310,2.4554450243,5.8010962151
101.7391300000,0.0000000000,-3007.8150528634,-3007.8119069808,-3007.8046839487,6.5065922131,1.9740711116
101.7391300000,15.6521740000,-3007.8003623641,-3007.8103774011,-3007.8074243222,-4.4314456156,-6.2845305463
101.7391300000,31.3043480000,-3007.7902434476,-3007.8083630937,-3007.8101697419,-12.5039384523,-11.3702495998
101.7391300000,46.9565220000,-3007.7871731294,-3007.8059060750,-3007.8119736630,-15.5625698219,-11.7551008670
101.7391300000,62.6086960000,-3007.7914333795,-3007.8030731854,-3007.8121349202,-12.9904129420,-7.3040885204
101.7391300000,78.2608700000,-3007.8024174724,-3007.8001392221,-3007.8115560465,-5.7345418162,1.4296236128
101.7391300000,93.9130430000,-3007.8174516541,-3007.7967736403,-3007.8111704451,3.9415181515,12.9756495843
101.7391300000,109.5652170000,-3007.8316448922,-3007.7926684773,-3007.8110304369,12.9357659714,24.4580696427
101.7391300000,125.2173910000,-3007.8393693506,-3007.7880822283,-3007.8106543134,18.0189578697,32.1831551253
101.7391300000,140.8695650000,-3007.8364818969,-3007.7832242417,-3007.8092573511,17.0836604066,33.4196832501
101.7391300000,156.5217390000,-3007.8235755486,-3007.7787352980,-3007.8071177041,10.3274533719,28.1376820722
101.7391300000,172.1739130000,-3007.8051585963,-3007.7757125737,-3007.8052730653,-0.0718303437,18.4776581733
101.7391300000,187.8260870000,-3007.7860502700,-3007.7745904888,-3007.8036474643,-11.0424061678,7.1911212819
101.7391300000,203.4782610000,-3007.7705832913,-3007.7756252072,-3007.8016567775,-19.4989069456,-3.1638499891
101.7391300000,219.1304350000,-3007.7620891971,-3007.7788967275,-3007.7987162010,-22.9837919708,-10.5468845790
101.7391300000,234.7826090000,-3007.7617998320,-3007.7837235170,-3007.7944302028,-20.4758667691,-13.7573199867
101.7391300000,250.4347830000,-3007.7702320215,-3007.7895421193,-3007.7902749104,-12.5771026508,-12.1172692754
101.7391300000,266.0869570000,-3007.7866724124,-3007.7957865646,-3007.7884067121,-1.0882895202,-5.7192168534
101.7391300000,281.7391300000,-3007.8074855545,-3007.8015667728,-3007.7894418937,11.3225681152,3.7140915837
101.7391300000,297.3913040000,-3007.8271261854,-3007.8064728427,-3007.7928845122,21.4869743388,12.9601682184
101.7391300000,313.0434780000,-3007.8392287182,-3007.8102090076,-3007.7971148914,26.4268252643,18.2101433082
101.7391300000,328.6956520000,-3007.8395731662,-3007.8122089879,-3007.8000994837,24.7701097872,17.1712811615
101.7391300000,344.3478260000,-3007.8298321610,-3007.8126098670,-3007.8022511644,17.3073366695,10.8071526838
101.7391300000,360.0000000000,-3007.8150528634,-3007.8119069808,-3007.8046839487,6.5065922131,1.9740711114
109.5652170000,0.0000000000,-3007.8218740535,-3007.8245232499,-3007.8057201295,10.1367403914,-1.6623958559
109.5652170000,15.6521740000,-3007.8093908893,-3007.8225781882,-3007.8096898303,-0.1875882595,-8.2751549657
109.5652170000,31.3043480000,-3007.8007154366,-3007.8191653659,-3007.8137825690,-8.1997493893,-11.5775054064
109.5652170000,46.9565220000,-3007.7982403445,-3007.8144967620,-3007.8170996613,-11.8343999141,-10.2010559472
109.5652170000,62.6086960000,-3007.8021848416,-3007.8089584496,-3007.8187612422,-10.4018484558,-4.2505032204
109.5652170000,78.2608700000,-3007.8116993800,-3007.8030795617,-3007.8191404546,-4.6693447942,5.4090176636
109.5652170000,93.9130430000,-3007.8241012113,-3007.7967704378,-3007.8188413173,3.3006333388,17.1503193128
109.5652170000,109.5652170000,-3007.8348544305,-3007.7899181885,-3007.8179494878,10.6080116653,28.1979175564
109.5652170000,125.2173910000,-3007.8390410405,-3007.7828974220,-3007.8162429227,14.3060349000,35.2306524869
109.5652170000,140.8695650000,-3007.8334940960,-3007.7760800327,-3007.8134159222,12.5992442862,36.0278686662
109.5652170000,156.5217390000,-3007.8192382153,-3007.7702719141,-3007.8099849568,5.8065074132,30.7268179188
109.5652170000,172.1739130000,-3007.8004310440,-3007.7666219463,-3007.8068078376,-4.0014983867,21.2155291375
109.5652170000,187.8260870000,-3007.7814228157,-3007.7655848220,-3007.8037001910,-13.9792640576,9.9384910830
109.5652170000,203.4782610000,-3007.7661382143,-3007.7673896954,-3007.8000695719,-21.2922484135,-0.7853162675
109.5652170000,219.1304350000,-3007.7576052239,-3007.7720393762,-3007.7954564090,-23.7519772522,-9.0575673660
109.5652170000,234.7826090000,-3007.7570534573,-3007.7787601434,-3007.7898258768,-20.5650037253,-13.6211511777
109.5652170000,250.4347830000,-3007.7651488608,-3007.7868391685,-3007.7848950210,-12.3909026536,-13.6108736303
109.5652170000,266.0869570000,-3007.7813384767,-3007.7956143635,-3007.7828057824,-0.9207482423,-8.9582542217
109.5652170000,281.7391300000,-3007.8023097906,-3007.8041539970,-3007.7841746931,11.3799454777,-1.1572569965
109.5652170000,297.3913040000,-3007.8229174688,-3007.8119092305,-3007.7885108410,21.5904849190,6.9077738053
109.5652170000,313.0434780000,-3007.8370923104,-3007.8183699762,-3007.7941083249,26.9728581329,11.7484420916
109.5652170000,328.6956520000,-3007.8404197103,-3007.8226961984,-3007.7985940581,26.2459929869,11.1216716411
109.5652170000,344.3478260000,-3007.8338505822,-3007.8246508442,-3007.8020845052,19.9335142920,5.7729227616
109.5652170000,360.0000000000,-3007.8218740535,-3007.8245232499,-3007.8057201294,10.1367403971,-1.6623958542
117.3913040000,0.0000000000,-3007.8280528465,-3007.8356759393,-3007.8072092136,13.0795770986,-4.7835629430
117.3913040000,15.6521740000,-3007.8182084857,-3007.8334107072,-3007.8122079521,3.7653917174,-9.5395380085
117.3913040000,31.3043480000,-3007.8112270820,-3007.8288037843,-3007.8173384982,-3.8349715648,-11.0295471959
117.3913040000,46.9565220000,-3007.8093371993,-3007.8222556394,-3007.8218022919,-7.8219637238,-8.1064435336
117.3913040000,62.6086960000,-3007.8127459661,-3007.8144291667,-3007.8246707695,-7.4829271320,-1.0562243549
117.3913040000,78.2608700000,-3007.8204549839,-3007.8060475818,-3007.8258801406,-3.4043372186,9.0407812787
117.3913040000,93.9130430000,-3007.8298895822,-3007.7972670671,-3007.8257014923,2.6280661003,20.4709373160
117.3913040000,109.5652170000,-3007.8370605587,-3007.7881825119,-3007.8242311909,8.0505498164,30.6714373847
117.3913040000,125.2173910000,-3007.8379418003,-3007.7792637890,-3007.8214856652,10.3263806796,36.8210079905
117.3913040000,140.8695650000,-3007.8303286429,-3007.7710137330,-3007.8175504120,8.0184609224,37.2206678912
117.3913040000,156.5217390000,-3007.8154654058,-3007.7643130756,-3007.8130574927,1.5109882815,32.0985718065
117.3913040000,172.1739130000,-3007.7969867816,-3007.7602647466,-3007.8086722063,-7.3327147236,23.0434248468
117.3913040000,187.8260870000,-3007.7787023394,-3007.7593380047,-3007.8041840958,-15.9900435728,12.1513034719
117.3913040000,203.4782610000,-3007.7640747631,-3007.7617329906,-3007.7990892443,-21.9719187004,1.4694843957
117.3913040000,219.1304350000,-3007.7557849266,-3007.7673751206,-3007.7931222277,-23.4295101458,-7.2729565194
117.3913040000,234.7826090000,-3007.7550730789,-3007.7754833448,-3007.7865963618,-19.7811586643,-12.8076352058
117.3913040000,250.4347830000,-3007.7626519981,-3007.7852709354,-3007.7812737614,-11.6853329459,-14.1935974714
117.3913040000,266.0869570000,-3007.7780327943,-3007.7960077925,-3007.7791082183,-0.6748387428,-11.2794816684
117.3913040000,281.7391300000,-3007.7982930354,-3007.8067543349,-3007.7806938644,11.0436465708,-5.3095456172
117.3913040000,297.3913040000,-3007.8188345626,-3007.8168340344,-3007.7855691975,20.8743317680,1.2553504240
117.3913040000,313.0434780000,-3007.8341723679,-3007.8255495837,-3007.7920689862,26.4202709289,5.4108787719
117.3913040000,328.6956520000,-3007.8400750554,-3007.8318723644,-3007.7977737474,26.5444715512,5.1472663264
117.3913040000,344.3478260000,-3007.8368114729,-3007.8352346824,-3007.8024903276,21.5368438513,0.9894510243
117.3913040000,360.0000000000,-3007.8280528465,-3007.8356759393,-3007.8072092136,13.0795771003,-4.7835629421
125.2173910000,0.0000000000,-3007.8331510412,-3007.8444271832,-3007.8090492464,15.1241045978,-7.0758859510
125.2173910000,15.6521740000,-3007.8261898353,-3007.8419790202,-3007.8148322982,7.1269621326,-9.9078631227
125.2173910000,31.3043480000,-3007.8210484066,-3007.8365220243,-3007.8206498416,0.2501032673,-9.7098417245
125.2173910000,46.9565220000,-3007.8197103417,-3007.8286313031,-3007.8258358168,-3.8437937057,-5.5979878041
125.2173910000,62.6086960000,-3007.8224040231,-3007.8191585947,-3007.8295217114,-4.4664168273,2.0365370767
125.2173910000,78.2608700000,-3007.8281029445,-3007.8089408923,-3007.8313480260,-2.0363193532,12.0243692880
125.2173910000,93.9130430000,-3007.8344771023,-3007.7983542113,-3007.8313069321,1.9893118087,22.6674562952
125.2173910000,109.5652170000,-3007.8382319278,-3007.7876936142,-3007.8294798806,5.4919925384,31.7132705584
125.2173910000,125.2173910000,-3007.8363100488,-3007.7775077050,-3007.8260588934,6.4326971499,36.8990278184
125.2173910000,140.8695650000,-3007.8273460745,-3007.7684090933,-3007.8213917942,3.7363672759,36.9835140603
125.2173910000,156.5217390000,-3007.8126131918,-3007.7612768518,-3007.8161232675,-2.2026057550,32.2140396838
125.2173910000,172.1739130000,-3007.7951329678,-3007.7570808340,-3007.8107495136,-9.7995304329,23.8780744440
125.2173910000,187.8260870000,-3007.7781360267,-3007.7562824747,-3007.8051112583,-16.9272134308,13.7133108867
125.2173910000,203.4782610000,-3007.7645913476,-3007.7590515911,-3007.7988733308,-21.5122692604,3.4762496884
125.2173910000,219.1304350000,-3007.7568213190,-3007.7652560974,-3007.7920046041,-22.0778447547,-5.2929033628
125.2173910000,234.7826090000,-3007.7560702511,-3007.7741886164,-3007.7850946266,-18.2130705764,-11.3694459002
125.2173910000,250.4347830000,-3007.7629937231,-3007.7850526963,-3007.7797694201,-10.5269087721,-13.8422146319
125.2173910000,266.0869570000,-3007.7770845595,-3007.7970642205,-3007.7776669082,-0.3654293390,-12.5374265609
125.2173910000,281.7391300000,-3007.7958430455,-3007.8092959618,-3007.7793250495,10.3651989574,-8.4418324390
125.2173910000,297.3913040000,-3007.8153216277,-3007.8209684925,-3007.7843172321,19.4555519949,-3.5434611650
125.2173910000,313.0434780000,-3007.8308341926,-3007.8312452226,-3007.7911403717,24.9082486846,-0.2579251915
125.2173910000,328.6956520000,-3007.8386630366,-3007.8390167426,-3007.7976638713,25.7273646062,-0.2219539144
125.2173910000,344.3478260000,-3007.8385345308,-3007.8434822267,-3007.8034163712,22.0369778379,-3.1047260522
125.2173910000,360.0000000000,-3007.8331510412,-3007.8444271832,-3007.8090492464,15.1241045993,-7.0758859493
133.0434780000,0.0000000000,-3007.8367900505,-3007.8500005668,-3007.8110898202,16.1271379778,-8.2897241502
133.0434780000,15.6521740000,-3007.8327069442,-3007.8475443807,-3007.8173527147,9.6349244780,-9.3106319970
133.0434780000,31.3043480000,-3007.8294230461,-3007.8417039911,-3007.8234853132,3.7259836191,-7.7064093319
133.0434780000,46.9565220000,-3007.8285959823,-3007.8331646496,-3007.8289587119,-0.2276162831,-2.8668820276
133.0434780000,62.6086960000,-3007.8304727876,-3007.8228513116,-3007.8330322391,-1.6060800407,4.7825483905
133.0434780000,78.2608700000,-3007.8341265056,-3007.8116354153,-3007.8352082929,-0.6788317650,14.1133722343
133.0434780000,93.9130430000,-3007.8376094031,-3007.8000624029,-3007.8352969195,1.4511053957,23.5610983898
133.0434780000,109.5652170000,-3007.8384035570,-3007.7885963517,-3007.8333477594,3.1725608970,31.2544932110
133.0434780000,125.2173910000,-3007.8343838897,-3007.7778494226,-3007.8296403101,2.9766410955,35.4759136798
133.0434780000,140.8695650000,-3007.8248353554,-3007.7685075653,-3007.8246405367,0.1222505840,35.3462219423
133.0434780000,156.5217390000,-3007.8109215076,-3007.7613908865,-3007.8189349190,-5.0284915993,31.0809339472
133.0434780000,172.1739130000,-3007.7950382536,-3007.7572920309,-3007.8129015922,-11.2094141539,23.6861124016
133.0434780000,187.8260870000,-3007.7798257605,-3007.7566327962,-3007.8064881340,-16.7308919849,14.5538048205
133.0434780000,203.4782610000,-3007.7677487589,-3007.7595518052,-3007.7995724813,-19.9696872675,5.1436661121
133.0434780000,219.1304350000,-3007.7607746339,-3007.7658911058,-3007.7923487663,-19.8130672188,-3.2106345812
133.0434780000,234.7826090000,-3007.7600922917,-3007.7750611759,-3007.7855585355,-15.9803092668,-9.3931166353
133.0434780000,250.4347830000,-3007.7662268110,-3007.7863063042,-3007.7805690499,-8.9998907471,-12.6000722058
133.0434780000,266.0869570000,-3007.7786288786,-3007.7988149373,-3007.7786435980,-0.0092365573,-12.6669430568
133.0434780000,281.7391300000,-3007.7952258140,-3007.8116845596,-3007.7802253264,9.4129481259,-10.3280187907
133.0434780000,297.3913040000,-3007.8127818019,-3007.8240710839,-3007.7849308083,17.4767623428,-7.0841314422
133.0434780000,313.0434780000,-3007.8275312906,-3007.8350638083,-3007.7915243049,22.5947246730,-4.7267261652
133.0434780000,328.6956520000,-3007.8364630568,-3007.8435684016,-3007.7983668939,23.9057031616,-4.4586711797
133.0434780000,344.3478260000,-3007.8389706138,-3007.8486842852,-3007.8048139548,21.4336271237,-6.0954208385
133.0434780000,360.0000000000,-3007.8367900505,-3007.8500005668,-3007.8110898202,16.1271379781,-8.2897241505
140.8695650000,0.0000000000,-3007.8387017876,-3007.8519244091,-3007.8131744573,16.0186416017,-8.2973202627
140.8695650000,15.6521740000,-3007.8372027868,-3007.8496488160,-3007.8195353242,11.0865001331,-7.8100012534
140.8695650000,31.3043480000,-3007.8356400253,-3007.8439542902,-3007.8255982910,6.3012834228,-5.2172800115
140.8695650000,46.9565220000,-3007.8352737612,-3007.8355294429,-3007.8309458502,2.7158051620,-0.1604426519
140.8695650000,62.6086960000,-3007.8363376499,-3007.8252572222,-3007.8349907223,0.8452098239,6.9530733813
140.8695650000,78.2608700000,-3007.8381073594,-3007.8139779416,-3007.8372356472,0.5470076990,15.1414382642
140.8695650000,93.9130430000,-3007.8391237107,-3007.8023377213,-3007.8374195161,1.0693982502,23.0835568838
140.8695650000,109.5652170000,-3007.8376469197,-3007.7909161652,-3007.8355579705,1.3108354325,29.3239911823
140.8695650000,125.2173910000,-3007.8323553315,-3007.7803630033,-3007.8319305664,0.2665441573,32.6256785543
140.8695650000,140.8695650000,-3007.8229788944,-3007.7713767110,-3007.8269938701,-2.5194352606,32.3808589767
140.8695650000,156.5217390000,-3007.8104947709,-3007.7646802626,-3007.8212390634,-6.7421453807,28.7490379857
140.8695650000,172.1739130000,-3007.7967190128,-3007.7608952793,-3007.8149820768,-11.4602457215,22.4797321281
140.8695650000,187.8260870000,-3007.7837147500,-3007.7603787544,-3007.8083027455,-15.4292000686,14.6435583540
140.8695650000,203.4782610000,-3007.7734479912,-3007.7632380077,-3007.8012861576,-17.4687131695,6.4068613691
140.8695650000,219.1304350000,-3007.7675255704,-3007.7693163307,-3007.7942892380,-16.7944549896,-1.1237190358
140.8695650000,234.7826090000,-3007.7669822984,-3007.7781398182,-3007.7880623298,-13.2279194469,-7.0014493606
140.8695650000,250.4347830000,-3007.7721872596,-3007.7890306262,-3007.7836623355,-7.2007188025,-10.5693721323
140.8695650000,266.0869570000,-3007.7825880382,-3007.8012011031,-3007.7819904239,0.3750086309,-11.6798745863
140.8695650000,281.7391300000,-3007.7965321666,-3007.8137918906,-3007.7833721531,8.2580331227,-10.8306403170
140.8695650000,297.3913040000,-3007.8115170851,-3007.8259459547,-3007.7874900232,15.0772089879,-9.0542524160
140.8695650000,313.0434780000,-3007.8247117979,-3007.8367504142,-3007.7934311423,19.6289077233,-7.5543457805
140.8695650000,328.6956520000,-3007.8338490344,-3007.8452005650,-3007.8000483060,21.2102773209,-7.1231929813
140.8695650000,344.3478260000,-3007.8382038662,-3007.8504239210,-3007.8066720514,19.7865125363,-7.6682001516
140.8695650000,360.0000000000,-3007.8387017876,-3007.8519244091,-3007.8131744573,16.0186416023,-8.2973202632
148.6956520000,0.0000000000,-3007.8387631317,-3007.8501122881,-3007.8151682296,14.8060246406,-7.1217031592
148.6956520000,15.6521740000,-3007.8392696588,-3007.8481835205,-3007.8211648264,11.3609538167,-5.5935326852
148.6956520000,31.3043480000,-3007.8391178170,-3007.8431336297,-3007.8267567832,7.7566657740,-2.5199605475
148.6956520000,46.9565220000,-3007.8391357517,-3007.8355495444,-3007.8316015936,4.7277555946,2.2503790265
148.6956520000,62.6086960000,-3007.8395054981,-3007.8261833650,-3007.8352578463,2.6654417294,8.3597647525
148.6956520000,78.2608700000,-3007.8397541521,-3007.8157870852,-3007.8373197639,1.5276016388,15.0395615534
148.6956520000,93.9130430000,-3007.8389454781,-3007.8050265910,-3007.8375458002,0.8783111100,21.2844230057
148.6956520000,109.5652170000,-3007.8360386183,-3007.7945246171,-3007.8359277690,0.0695589972,26.0504290528
148.6956520000,125.2173910000,-3007.8303355939,-3007.7849201838,-3007.8326851582,-1.4743738345,28.4986001104
148.6956520000,140.8695650000,-3007.8218330757,-3007.7768590930,-3007.8281833350,-3.9848478659,28.2216002291
148.6956520000,156.5217390000,-3007.8112970022,-3007.7709449652,-3007.8228071202,-7.2227080694,25.3212855016
148.6956520000,172.1739130000,-3007.8000363003,-3007.7676570996,-3007.8168477331,-10.5493333539,20.3182551909
148.6956520000,187.8260870000,-3007.7895740101,-3007.7672798097,-3007.8105003800,-13.1314953939,13.9898219487
148.6956520000,203.4782610000,-3007.7813891363,-3007.7698899589,-3007.8040018568,-14.1896963373,7.2158427758
148.6956520000,219.1304350000,-3007.7767094503,-3007.7753441054,-3007.7977752087,-13.2189629882,0.8567668216
148.6956520000,234.7826090000,-3007.7763319803,-3007.7832623799,-3007.7924663763,-10.1244863157,-4.3488913659
148.6956520000,250.4347830000,-3007.7804814231,-3007.7930693970,-3007.7888270493,-5.2369595064,-7.8990728980
148.6956520000,266.0869570000,-3007.7886695465,-3007.8040593334,-3007.7874522313,0.7638768631,-9.6572370347
148.6956520000,281.7391300000,-3007.7996602438,-3007.8154537192,-3007.7885558592,6.9681065558,-9.9105554449
148.6956520000,297.3913040000,-3007.8116575828,-3007.8264457945,-3007.7919098627,12.3918814496,-9.2797429116
148.6956520000,313.0434780000,-3007.8226909167,-3007.8361942325,-3007.7969070699,16.1796081557,-8.4734585931
148.6956520000,328.6956520000,-3007.8311687574,-3007.8438394787,-3007.8027919091,17.8067411269,-7.9509976517
148.6956520000,344.3478260000,-3007.8364096297,-3007.8486339804,-3007.8089825847,17.2107306124,-7.6708958211
148.6956520000,360.0000000000,-3007.8387631317,-3007.8501122881,-3007.8151682296,14.8060246395,-7.1217031609
156.5217390000,0.0000000000,-3007.8369878015,-3007.8448315947,-3007.8169380739,12.5813940186,-4.9220545149
156.5217390000,15.6521740000,-3007.8386992716,-3007.8433607339,-3007.8220608211,10.4407853134,-2.9251117769
156.5217390000,31.3043480000,-3007.8394814819,-3007.8393409228,-3007.8267687297,7.9773724684,0.0882021699
156.5217390000,46.9565220000,-3007.8397639861,-3007.8331986132,-3007.8307742840,5.6411232632,4.1198337359
156.5217390000,62.6086960000,-3007.8396548765,-3007.8255009356,-3007.8337621139,3.6977643657,8.8817320332
156.5217390000,78.2608700000,-3007.8389146750,-3007.8168589559,-3007.8354495660,2.1743887099,13.8401727106
156.5217390000,93.9130430000,-3007.8370714309,-3007.8078707916,-3007.8356619784,0.8844447644,18.3236777699
156.5217390000,109.5652170000,-3007.8336368410,-3007.7991155731,-3007.8343822439,-0.4677473558,21.6624227024
156.5217390000,125.2173910000,-3007.8283468676,-3007.7911603340,-3007.8317506577,-2.1359105035,23.3349021947
156.5217390000,140.8695650000,-3007.8213340077,-3007.7845439325,-3007.8280152448,-4.1925396082,23.0861207157
156.5217390000,156.5217390000,-3007.8131580938,-3007.7797391887,-3007.8234601186,-6.4646181425,20.9706796216
156.5217390000,172.1739130000,-3007.8047000650,-3007.7771062130,-3007.8183526265,-8.5671116798,17.3154035795
156.5217390000,187.8260870000,-3007.7969908258,-3007.7768575658,-3007.8129477553,-10.0131244157,12.6338113815
156.5217390000,203.4782610000,-3007.7910414872,-3007.7790420186,-3007.8075438471,-10.3553871358,7.5297802480
156.5217390000,219.1304350000,-3007.7876904182,-3007.7835350944,-3007.8025340350,-9.3145101318,2.6075050624
156.5217390000,234.7826090000,-3007.7874677551,-3007.7900365497,-3007.7983995388,-6.8597978353,-1.6119429364
